customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value,,,,,,
84257716,Yauvani Rajan,kgoda@example.net,Invalid phone number,"H.No. 029
Malhotra Ganj, Proddatur 181376",Hazaribagh,653569,22/03/2023,0,6,"₹1,144.61",,,,,Premium,2
3893903,Bimala Sura,aradhanaganesh@example.net,+919430583987,"H.No. 05, Balay Zila, Hazaribagh 973916",Bathinda,546301,23/03/2023,0,20,"₹1,922.71",,,,,Inactive,3
69415494,Yashvi Iyer,hkurian@example.net,Invalid phone number,"H.No. 952, Viswanathan Chowk
Ongole-121550",Rajkot,742368,23/03/2023,0,9,₹706.67,,,,,,
45314389,Amaira Subramanian,mandatanveer@example.org,+919944567893,"44/036, Peri Marg
Shivpuri 138223",Ajmer,266618,26/03/2023,0,17,₹939.35,,,,,,
83236183,Zayan Kalla,chatreshtella@example.net,+918082907844,"71/586
Puri
Vasai-Virar 324011",Panihati,760694,26/03/2023,0,20,"₹1,145.01",,,,,,
17929886,Oscar Parekh,rattatanveer@example.net,+917928483913,"H.No. 261
Sachar Marg, Visakhapatnam 234841",Salem,356407,28/03/2023,0,7,₹744.00,,,,,,
92404798,Gautami Dayal,bosearyan@example.net,+916794691151,"H.No. 098, Dayal Zila, Salem-908014",Jorhat,222676,29/03/2023,0,15,"₹1,130.02",,,,,,
36587003,Amaira Nagi,jdeo@example.org,+916612634980,"494, Shukla Path
Nizamabad 528423",Tumkur,471550,31/03/2023,0,5,"₹1,759.74",,,,,,
35455991,Aryan Balakrishnan,sibalamruta@example.net,Invalid phone number,"H.No. 610
Karan Zila
Cuttack-600633",Tezpur,504712,02/04/2023,0,14,"₹1,984.56",,,,,,
35302195,Garima Chahal,wyatt01@example.com,Invalid phone number,"467
Bains Ganj
Allahabad-875803",Maheshtala,476166,03/04/2023,0,16,₹420.19,,,,,,
6724509,Guneet Brahmbhatt,hkale@example.org,Invalid phone number,"H.No. 83
Narain Circle
Sikar 862742",Munger,118585,07/04/2023,0,13,"₹1,966.44",,,,,,
16484167,Hemal Bala,fdhawan@example.net,Invalid phone number,"29/31, Mukhopadhyay Marg
Jorhat 795736",Guwahati,104698,07/04/2023,0,19,"₹1,128.06",,,,,,
90649019,Omaja Sahni,meera84@example.org,+917564348738,"166
Choudhry Path, Kulti-308225",Fatehpur,578000,07/04/2023,0,18,"₹1,096.12",,,,,,
36578947,Ekansh Madan,gdeep@example.org,Invalid phone number,"70/297
Krishnan Path
Dindigul 513144",Ranchi,68770,08/04/2023,0,18,"₹1,698.54",,,,,,
38420886,Nidra Date,uhora@example.org,Invalid phone number,"H.No. 06, Talwar Ganj
Singrauli 304396",Sonipat,695663,08/04/2023,0,20,"₹1,180.95",,,,,,
60732869,Joshua Nath,anamika40@example.com,Invalid phone number,"H.No. 29
Hora Nagar
Amritsar-740154",Rajahmundry,625859,08/04/2023,0,17,"₹1,140.22",,,,,,
22293666,Gopal Kumar,imaran02@example.net,+916532818859,"H.No. 605, Raval Street, Gudivada-682740",Saharsa,447206,09/04/2023,0,2,"₹1,671.53",,,,,,
44928499,Aarav Andra,sonikabir@example.org,Invalid phone number,"H.No. 730
Saraf Marg, Lucknow-500239",Ramgarh,227609,09/04/2023,0,10,₹915.27,,,,,,
78014505,Kashish Chakraborty,pkala@example.com,Invalid phone number,"570, Dar Zila, Davanagere 616549",Kottayam,798846,09/04/2023,0,1,₹696.29,,,,,,
76438648,Faraj Radhakrishnan,sandalpanini@example.org,+916668672098,"H.No. 17, Aurora Street
Ujjain 452078",Dewas,418024,10/04/2023,0,6,₹854.68,,,,,,
48281892,Teerth Mukherjee,toordakshesh@example.org,Invalid phone number,"H.No. 706
Lal Path
Visakhapatnam-582362",Vellore,691199,11/04/2023,0,6,"₹1,653.39",,,,,,
99695529,Charvi Tripathi,srivastavalipika@example.net,Invalid phone number,"H.No. 603
Venkataraman Nagar, South Dumdum 271814",North Dumdum,159869,11/04/2023,0,12,"₹1,751.77",,,,,,
65782437,Geetika Kara,warda03@example.com,+919629696556,"H.No. 81, Nayar Chowk
Adoni-598184",Haldia,643529,12/04/2023,0,4,"₹1,215.48",,,,,,
32868927,Anjali Lala,maanasgarg@example.org,Invalid phone number,"59/920, Chhabra Chowk, Udaipur-321781",Karimnagar,28876,13/04/2023,0,19,₹926.68,,,,,,
1771249,Samesh Devi,osant@example.org,Invalid phone number,"95/77
Merchant Zila
Faridabad-209978",Bathinda,348054,14/04/2023,0,4,₹790.78,,,,,,
89874335,Mitali Sheth,sinhahemang@example.org,Invalid phone number,"58/50, Batta Zila, Chandigarh 648087",Raiganj,701928,14/04/2023,0,15,₹808.55,,,,,,
29451600,Max Shankar,bchoudhry@example.com,+919631255198,"H.No. 89, Babu Zila, Bangalore 287095",Amritsar,191584,15/04/2023,0,5,"₹1,882.69",,,,,,
88167544,Fariq Chawla,nachiketgrewal@example.org,+917326538601,"464
Toor Marg, Amroha 537677",Mirzapur,766641,15/04/2023,0,10,"₹1,097.35",,,,,,
88203688,Chavvi Karan,hsaini@example.org,+916067392387,"31/15
Sundaram Road, Meerut-572312",Chittoor,743672,16/04/2023,0,9,"₹1,570.98",,,,,,
94137242,Rohan Mallick,wasonmohammed@example.net,+917286111509,"H.No. 80, Varty Street, Narasaraopet-597623",Bhagalpur,104396,17/04/2023,0,14,"₹1,592.85",,,,,,
67908555,Brinda Bahl,triptiatwal@example.org,Invalid phone number,"H.No. 808
Chakraborty Marg
Bhopal 248842",Chittoor,757455,21/04/2023,0,16,"₹1,746.83",,,,,,
66655397,Hemal Grover,xalak59@example.org,+917971360873,"H.No. 663, Badal Road, Dewas 856228",Pali,154251,23/04/2023,0,5,₹775.85,,,,,,
9650263,Samar Vasa,gpadmanabhan@example.com,Invalid phone number,"01/76
Mani Road
Chittoor-256884",Gandhidham,40161,24/04/2023,0,5,₹843.98,,,,,,
55936462,Upkaar Mahajan,saanviseth@example.org,Invalid phone number,"83
Sridhar Path, Siwan-890863",Berhampur,622771,24/04/2023,0,5,₹338.13,,,,,,
60495351,Henry Rana,ebhakta@example.org,Invalid phone number,"813
Krish Street
Nagpur-312112",Srikakulam,246691,24/04/2023,0,11,₹407.03,,,,,,
65488134,Faqid Kar,naveen31@example.net,+918977060954,"64, Dave Path, Dehri 202368",Agra,187467,28/04/2023,0,12,₹853.49,,,,,,
73799927,Tamanna Kashyap,ldin@example.net,+917098591619,"98/56
Singhal Road, Hubli–Dharwad-489531",Ambala,580131,28/04/2023,0,4,"₹1,121.27",,,,,,
85218071,Panini Mani,bhavanighosh@example.org,Invalid phone number,"397
Ramaswamy Nagar, Motihari-389474",Hyderabad,908140,28/04/2023,0,20,"₹1,125.33",,,,,,
21270783,Aarna Vig,asrivastava@example.com,+916453132564,"692
Vala Road
Morena 501812",Bhavnagar,551325,01/05/2023,0,3,"₹1,508.80",,,,,,
3399251,Ekalinga Bhatt,karinakul@example.org,Invalid phone number,"H.No. 246, Narasimhan Nagar, Anand 951847",Solapur,498701,03/05/2023,0,20,₹937.11,,,,,,
75828735,Yahvi Hegde,ctripathi@example.net,Invalid phone number,"57/89
Mohanty Chowk
Sri Ganganagar-144843",Ramagundam,717189,05/05/2023,0,18,"₹1,400.05",,,,,,
31622158,Omya Modi,bailjonathan@example.com,+919629355011,"H.No. 399
Yadav Marg, Mango 503337",Kolhapur,478462,06/05/2023,0,20,₹504.15,,,,,,
30455484,Lajita Ravel,agateamrita@example.com,+917635370470,"H.No. 62
Talwar Zila, Rampur-538869",Katni,819570,08/05/2023,0,2,"₹1,001.64",,,,,,
40277444,Damyanti Acharya,naksh70@example.org,+918722804872,"29/24, Krish Nagar, Baranagar-937508",Panihati,401259,10/05/2023,0,1,₹251.79,,,,,,
55028958,Pavani Yadav,mallorinder@example.org,Invalid phone number,"71/201, Swamy, Thoothukudi-983182",Howrah,918618,10/05/2023,0,17,"₹1,168.29",,,,,,
64722323,Harish Kant,tamannamody@example.com,Invalid phone number,"43/894, Aggarwal Zila, Jammu-664304",Dibrugarh,61375,14/05/2023,0,7,"₹1,785.47",,,,,,
77497950,Omkaar Varughese,ayushmanpandya@example.com,Invalid phone number,"28, Sundaram Chowk
Malda-158069",Kolkata,579158,14/05/2023,0,7,"₹1,852.77",,,,,,
34588087,Tanmayi Vyas,mishravinaya@example.com,+916010257566,"H.No. 24
Uppal Road
Chandigarh 908113",Shimla,385345,16/05/2023,0,11,"₹1,341.14",,,,,,
88215615,Falan Dar,pushtitank@example.org,+917047453272,"011, Kala Street, Bhind 443656",Bongaigaon,542991,16/05/2023,0,14,"₹1,520.12",,,,,,
91550885,Isaiah Basu,upadhyayekansh@example.org,Invalid phone number,"28/00
Salvi Chowk
Srikakulam-844769",Alappuzha,96313,17/05/2023,0,14,"₹1,404.12",,,,,,
44410149,Dhruv Patel,brarmitesh@example.net,Invalid phone number,"H.No. 20
Raval Nagar, Saharsa-744305",Pondicherry,600152,18/05/2023,0,14,"₹1,440.46",,,,,,
31076002,Urvi Wali,rachit18@example.net,Invalid phone number,"H.No. 94, Nanda
Karnal 471409",Tinsukia,177431,19/05/2023,0,5,"₹1,389.14",,,,,,
7378768,Shravya Dada,mason45@example.net,+918806125809,"660, Chokshi
Madurai 598172",Bellary,671584,20/05/2023,0,8,₹698.59,,,,,,
47625855,Caleb Brar,eeshanigam@example.com,+919001196249,"H.No. 81
Kari Road
Nagercoil-798440",Mango,918327,21/05/2023,0,6,₹515.69,,,,,,
99361865,Ekantika Ravel,bhasinsiddharth@example.com,Invalid phone number,"53/83
Munshi Chowk
Ramgarh-680245",Berhampur,172106,21/05/2023,0,20,"₹1,423.56",,,,,,
10797688,Sudiksha Mannan,janigauri@example.net,Invalid phone number,"782, Golla Ganj
Kottayam-979207",Bathinda,220981,22/05/2023,0,7,"₹1,017.39",,,,,,
17201639,Vidhi Toor,qsani@example.com,Invalid phone number,"H.No. 413
Bera Marg
Madhyamgram 098129",Korba,139363,23/05/2023,0,15,"₹1,472.23",,,,,,
25661033,Raksha Kannan,akshaymann@example.net,Invalid phone number,"H.No. 19
Gole Ganj
Ludhiana-452366",Miryalaguda,761294,23/05/2023,0,3,"₹1,020.50",,,,,,
79960955,Chatresh Samra,yohannanshaurya@example.org,+917990161657,"H.No. 533, Grover Chowk
Panvel 187331",New Delhi,606822,23/05/2023,0,18,₹381.62,,,,,,
7228206,Anmol Koshy,rdevi@example.com,Invalid phone number,"95
Sinha Path, Ludhiana-771856",Jalgaon,132617,25/05/2023,0,15,₹843.79,,,,,,
86444757,Zaitra Walia,jason88@example.org,+917107156292,"980, Boase Path
Shimoga 779674",Jabalpur,546325,25/05/2023,0,10,"₹1,212.75",,,,,,
12778027,Eshana Prabhu,isha32@example.com,Invalid phone number,"H.No. 446
Soni
Bihar Sharif 011073",New Delhi,862253,26/05/2023,0,9,"₹1,513.18",,,,,,
76441843,Neelima Chander,znadkarni@example.org,Invalid phone number,"H.No. 72, Raja Nagar, Anantapur 525150",Gulbarga,583506,28/05/2023,0,10,"₹1,437.54",,,,,,
3491230,Ucchal Chana,bariabina@example.org,Invalid phone number,"52/516, Khalsa Zila
Kota-913116",Khora,876370,01/06/2023,0,14,₹226.62,,,,,,
34755436,Jatin Ramachandran,naveen22@example.org,Invalid phone number,"440
Chakraborty, Raipur-544802",Kolkata,370073,01/06/2023,0,10,₹622.59,,,,,,
82900175,Avni Som,hiralmunshi@example.net,+919372846272,"362, Mitter Path
Arrah-104021",Baranagar,248293,01/06/2023,0,17,₹334.16,,,,,,
44828791,Zansi Panchal,usami@example.com,Invalid phone number,"68/389
Desai Zila, Purnia-820691",Khora,694027,02/06/2023,0,18,"₹1,696.98",,,,,,
87213891,Janani Malhotra,idikaamble@example.com,Invalid phone number,"H.No. 54
Chowdhury Road, Phusro-208073",Sonipat,813317,03/06/2023,0,1,"₹1,382.19",,,,,,
35402531,Eta Gola,khareurishilla@example.com,Invalid phone number,"H.No. 24
Khalsa Nagar
Kalyan-Dombivli-228271",Kulti,872429,04/06/2023,0,11,"₹1,808.30",,,,,,
80954112,Irya Rana,lajitasanghvi@example.org,Invalid phone number,"04, Memon Path, Dindigul-403829",Jammu,296499,06/06/2023,0,6,"₹1,672.37",,,,,,
26521850,Yatin Varma,shahadvika@example.com,Invalid phone number,"29, Kothari Circle, Phusro-901162",Kishanganj,263131,10/06/2023,0,10,₹215.87,,,,,,
39717448,Om Korpal,ssaraf@example.com,Invalid phone number,"50/800, Dara Road, Kolkata-183546",Jorhat,549114,10/06/2023,0,1,₹210.18,,,,,,
86995126,Bimala Bhattacharyya,sanishaurya@example.org,Invalid phone number,"830
Naik Chowk, Shivpuri-973829",Durgapur,924849,12/06/2023,0,10,₹316.82,,,,,,
7288562,Triya Singhal,arjun79@example.org,Invalid phone number,"505, Mangal Ganj, Faridabad 766686",Dewas,868197,14/06/2023,0,19,"₹1,982.78",,,,,,
41181125,Bimala Samra,matthew06@example.org,+918610311518,"70
Narula Nagar, Rewa-135600",Mysore,277988,14/06/2023,0,3,₹632.74,,,,,,
52337289,Pooja Mital,jbhargava@example.com,+917053948299,"73/053, Sanghvi Zila
Tirupati 939999",Morena,913898,16/06/2023,0,3,"₹1,999.83",,,,,,
3100301,Wazir Saini,ishani86@example.com,Invalid phone number,"770, Oommen
Orai-371934",Bathinda,892652,19/06/2023,0,1,"₹1,530.27",,,,,,
51661209,Vasana Chandran,aaravdave@example.com,Invalid phone number,"32/84
Natt Zila
Thiruvananthapuram 751597",Bidhannagar,211320,23/06/2023,0,13,₹852.39,,,,,,
4444673,Chatresh Patla,owenkhatri@example.net,Invalid phone number,"H.No. 70
Kade Marg
Mysore 259029",Srikakulam,440337,24/06/2023,0,15,₹584.69,,,,,,
773410,Ladli Saha,gautami44@example.net,Invalid phone number,"72/38
Krish Street, Bijapur-804266",Kota,906115,25/06/2023,0,13,"₹1,694.79",,,,,,
1719710,Pushti Sabharwal,ramachandranharini@example.com,Invalid phone number,"49, Halder Circle, Dindigul-895174",Giridih,798390,26/06/2023,0,2,"₹1,332.82",,,,,,
40841791,Krishna Chahal,teerth57@example.org,+916881678668,"H.No. 680, Raghavan Zila
Ballia-415317",Mysore,227417,26/06/2023,0,4,₹851.79,,,,,,
97928541,Pratyush Peri,vasudha09@example.com,Invalid phone number,"40/020
Krish Circle
Amaravati 137329",Tiruchirappalli,917035,27/06/2023,0,4,"₹1,838.77",,,,,,
40015980,Dipta Deshmukh,dugarpooja@example.org,+919603818038,"96/245, Karnik Street
Bijapur-598528",Katni,118043,28/06/2023,0,18,"₹1,031.91",,,,,,
68164013,Netra Chander,hwarrior@example.org,+917645901970,"H.No. 94
Gupta Path, Hospet-831040",Malegaon,4515,29/06/2023,0,1,"₹1,061.82",,,,,,
22161071,Arunima Deol,dhruvlala@example.org,Invalid phone number,"H.No. 579
Bala Zila
Durgapur 493585",Jalna,571163,30/06/2023,0,7,"₹1,582.43",,,,,,
27504517,Rayaan Gupta,tailorsimon@example.org,+918679065841,"77, Mital Path
Rajahmundry 334280",Bardhaman,833561,30/06/2023,0,18,"₹1,175.70",,,,,,
53332493,Anirudh Bose,kamya09@example.org,Invalid phone number,"13
Rege Zila
Gulbarga-345640",Surendranagar Dudhrej,54821,30/06/2023,0,19,"₹1,678.40",,,,,,
66742602,Yatan Uppal,hchakraborty@example.net,Invalid phone number,"18
Bala Zila, Katni 101174",Jalna,749857,01/07/2023,0,14,"₹1,981.09",,,,,,
61522288,Gunbir Kala,balendratak@example.com,Invalid phone number,"H.No. 43, Sidhu Marg, Ballia-663728",Tiruppur,828461,02/07/2023,0,8,₹283.36,,,,,,
23982977,Charita Rama,nadkarniyauvani@example.net,+919952544686,"H.No. 01
Krishnan Zila
Jehanabad-220376",Salem,569461,04/07/2023,0,2,"₹1,863.55",,,,,,
93937586,Pranav Solanki,hayrewarjas@example.org,Invalid phone number,"H.No. 758
Goyal Nagar
Orai 041239",Medininagar,683079,04/07/2023,0,1,₹651.43,,,,,,
10686446,Onkar Ratti,tshanker@example.net,Invalid phone number,"21/061, Muni Marg
Coimbatore 615093",Tadipatri,182979,05/07/2023,0,18,"₹1,566.26",,,,,,
31576845,Chasmum Raman,bimalaanne@example.org,Invalid phone number,"01/925, Goda Zila
Ahmedabad-481472",Madurai,6864,07/07/2023,0,12,"₹1,389.96",,,,,,
77214094,Raksha Walla,oakkaran@example.org,Invalid phone number,"04, Atwal Nagar, Kanpur 851914",Khammam,105283,09/07/2023,0,6,"₹1,957.35",,,,,,
47590944,Ayushman Chawla,urajagopalan@example.net,+919347957285,"H.No. 08, Atwal Chowk
Nagercoil 786153",Bhubaneswar,185673,12/07/2023,0,19,"₹1,163.84",,,,,,
73679086,Tarak Divan,ranbir07@example.org,Invalid phone number,"324, Shanker
Ludhiana 440403",Dibrugarh,181712,12/07/2023,0,16,"₹1,297.47",,,,,,
60379302,Raksha Chand,bchar@example.net,Invalid phone number,"772, Master Nagar, Belgaum 984907",Patiala,998032,14/07/2023,0,7,₹536.98,,,,,,
77862447,Tejas Doshi,yashawini78@example.org,Invalid phone number,"H.No. 487
Bera Ganj
Coimbatore 258160",Bally,410832,14/07/2023,0,3,₹721.04,,,,,,
16341776,Oviya Gera,dalbir04@example.com,Invalid phone number,"31/786
Mall Marg
Aurangabad 284354",Sikar,60359,16/07/2023,0,6,₹964.40,,,,,,
82322028,Reyansh Sinha,venkateshdamyanti@example.org,Invalid phone number,"H.No. 674
Narula Street, Nagercoil 295923",South Dumdum,718072,16/07/2023,0,6,"₹1,700.56",,,,,,
21677923,Lipika Mukhopadhyay,masonnayar@example.net,Invalid phone number,"045
Nath Circle, Nagpur-291495",Kakinada,247798,18/07/2023,0,17,₹465.55,,,,,,
21456226,Indrajit Mitra,yauvani00@example.net,+917975415940,"342
Hans
Bathinda-978162",Adoni,626620,21/07/2023,0,18,₹980.16,,,,,,
76359458,Yahvi Sule,vyanjananigam@example.net,Invalid phone number,"H.No. 79
Kulkarni Path, Gandhidham 810520",Hosur,894432,22/07/2023,0,2,"₹1,638.08",,,,,,
19084027,Mitesh Sehgal,ychakraborty@example.net,+917489074615,"H.No. 215, Kulkarni Nagar
Panihati-950577",Unnao,977602,30/07/2023,0,20,₹908.28,,,,,,
60591625,Fitan Kunda,gillgunbir@example.net,Invalid phone number,"81/40, Borah Path
Aligarh 096524",Delhi,623581,30/07/2023,0,8,₹374.61,,,,,,
31940833,Urmi Amble,anita28@example.net,+918224618920,"H.No. 083, Bajwa, Rewa-343147",Karawal Nagar,452880,31/07/2023,0,4,"₹1,515.80",,,,,,
32656885,Xiti Sane,nyadav@example.net,+918698992003,"10, Chana Street, Thiruvananthapuram-939172",Durgapur,278727,01/08/2023,0,1,₹309.43,,,,,,
51557673,Faras Varughese,hemangchhabra@example.net,+916220367302,"H.No. 45, Hayer Circle
Varanasi 847363",Mira-Bhayandar,270793,01/08/2023,0,4,₹510.76,,,,,,
76257013,Lavanya Loyal,gkothari@example.net,Invalid phone number,"H.No. 158
Gopal Circle, Cuttack 973082",Mango,643300,02/08/2023,0,16,"₹1,812.15",,,,,,
14167111,Balvan Raman,bassigavin@example.org,+917717664768,"H.No. 15, Shetty Zila, Buxar-796680",Kishanganj,21360,03/08/2023,0,18,₹963.90,,,,,,
70363568,Ekavir Sunder,siyengar@example.com,+918983652368,"H.No. 47
Goda Zila
Chittoor-109669",Shahjahanpur,354549,03/08/2023,0,13,"₹1,632.23",,,,,,
37288781,Kritika Narayan,fyadav@example.org,Invalid phone number,"H.No. 217, Bhattacharyya Zila, Kalyan-Dombivli-066025",Tadepalligudem,355069,04/08/2023,0,1,"₹1,609.24",,,,,,
22822088,Baghyawati Wadhwa,atwalabhiram@example.com,Invalid phone number,"54/01, Tandon Ganj, Kottayam-106529",Amravati,748122,05/08/2023,0,11,₹293.88,,,,,,
38957713,Damyanti Krish,xkhatri@example.net,Invalid phone number,"730, Krishna Marg, Tiruchirappalli 628526",Uluberia,3946,05/08/2023,0,19,₹935.68,,,,,,
70372270,Yadavi Garg,dalbir46@example.org,Invalid phone number,"H.No. 738
Dar
Farrukhabad-031738",Ichalkaranji,993809,05/08/2023,0,15,"₹1,420.71",,,,,,
62323608,Ekansh Bains,bgoyal@example.net,Invalid phone number,"08/545
Seshadri Nagar, Deoghar 100024",Nandyal,537361,09/08/2023,0,2,"₹1,446.34",,,,,,
29562072,Edhitha Ranganathan,yashawini55@example.net,Invalid phone number,"09, Soman Marg, Guna 345092",Hindupur,976259,10/08/2023,0,10,"₹1,449.00",,,,,,
21425168,Gavin Panchal,banjeetchoudhary@example.org,Invalid phone number,"14, Salvi Nagar, Giridih 525156",Aligarh,189621,11/08/2023,0,5,"₹1,861.73",,,,,,
51592174,Jasmit Sura,anusha59@example.com,Invalid phone number,"H.No. 821, Barman Street
Bhagalpur 755691",Secunderabad,271886,11/08/2023,0,2,₹794.83,,,,,,
8205155,Vrishti Din,pooja30@example.com,Invalid phone number,"45, Dhawan Marg, Mahbubnagar-157273",Sagar,165438,12/08/2023,0,3,₹305.85,,,,,,
45729563,Jagvi Chaudry,ishenoy@example.org,Invalid phone number,"58/545, Doctor Zila, Sri Ganganagar 092880",Bijapur,919273,13/08/2023,0,14,₹725.66,,,,,,
29361038,Idika Gade,oscarchaudhari@example.com,Invalid phone number,"09/56
Palla Street, Bhatpara-222615",Aurangabad,160138,14/08/2023,0,19,₹282.00,,,,,,
25503067,Ikshita Yohannan,solankicharita@example.org,+917390880693,"H.No. 27
Issac Ganj
Mau 581320",Alwar,730983,15/08/2023,0,1,"₹1,257.76",,,,,,
46675763,Tanmayi Ramaswamy,bakshigavin@example.net,+917236463232,"929
Chaudhry
Ballia 919826",Katihar,745005,15/08/2023,0,19,₹737.08,,,,,,
44149982,Tara Uppal,gbuch@example.net,+918265809377,"84/33, Menon Ganj, Sambalpur-870513",Yamunanagar,603400,16/08/2023,0,7,"₹1,224.69",,,,,,
81906973,Oliver Wagle,siddharth54@example.com,Invalid phone number,"52/226
Gopal Circle, Machilipatnam-015697",Loni,114641,16/08/2023,0,20,₹218.78,,,,,,
94486311,Ladli Mani,chatterjeeimaran@example.com,+917658449064,"814
Char Marg
Firozabad 508210",Chittoor,320760,17/08/2023,0,16,"₹1,812.66",,,,,,
31389750,Advika Bala,praneelmorar@example.com,+918556395895,"42/949
Dani Chowk, Raipur 625479",Karaikudi,251735,18/08/2023,0,18,"₹1,600.66",,,,,,
40104482,George Toor,kdave@example.com,Invalid phone number,"510
Ramakrishnan Chowk, Thiruvananthapuram 670909",Morbi,752996,19/08/2023,0,5,"₹1,632.94",,,,,,
38613295,Sai Panchal,falan03@example.com,Invalid phone number,"32, Ramaswamy Zila, Hapur-147704",Vadodara,254021,20/08/2023,0,17,₹544.45,,,,,,
98088303,Neel Palan,tsethi@example.net,Invalid phone number,"H.No. 836, Srinivasan Road, Hajipur 801503",Agartala,50491,22/08/2023,0,9,"₹1,765.46",,,,,,
11470681,Yashawini Sunder,kdash@example.com,+916224678339,"633
Dhar Zila
Bahraich 587394",Munger,928068,23/08/2023,0,2,₹570.88,,,,,,
6187807,Jairaj Tata,paivritti@example.net,Invalid phone number,"H.No. 361, Sunder Chowk
Jalgaon 205509",Dindigul,921070,24/08/2023,0,10,"₹1,962.92",,,,,,
4394659,Xalak Goel,thakurmitali@example.org,Invalid phone number,"69/41, Sen Nagar
Bhagalpur-361305",Pune,92392,25/08/2023,0,7,₹291.77,,,,,,
75892474,Baghyawati Ray,sameshissac@example.net,Invalid phone number,"45, Lalla Ganj
Jammu 661842",Guntur,353826,27/08/2023,0,17,₹564.89,,,,,,
10019218,Elijah Brar,ikbalshukla@example.net,Invalid phone number,"35
Chhabra Nagar, Singrauli 962731",Parbhani,700999,28/08/2023,0,7,₹560.14,,,,,,
55472026,Urishilla Bhatnagar,pwalia@example.org,Invalid phone number,"518
Hegde Circle
Kishanganj-108379",Allahabad,925280,28/08/2023,0,2,₹730.33,,,,,,
77559557,Akshay Varty,balendra63@example.com,+917909370826,"44
Dube Path
Jammu-898608",Madurai,639717,28/08/2023,0,9,₹601.15,,,,,,
72287157,Ekbal Kaur,mangaldalaja@example.com,+918692700290,"81
Choudhary Street, New Delhi-303095",Machilipatnam,289225,29/08/2023,0,20,"₹1,706.71",,,,,,
55007963,Darika Borah,dominic54@example.com,Invalid phone number,"87/449
Kothari, Haridwar 669084",Chennai,52382,30/08/2023,0,10,"₹1,809.98",,,,,,
90586443,Baljiwan Pandey,vmitra@example.org,Invalid phone number,"72/14
Palla Path
Haldia 455745",Ambala,46985,30/08/2023,0,2,"₹1,637.32",,,,,,
23976957,Ryan Sawhney,advikram@example.com,+918044799160,"225
Dara Marg
Gudivada-433963",Visakhapatnam,928742,31/08/2023,0,6,₹755.84,,,,,,
79607319,Tanay Prabhakar,loyalluke@example.net,Invalid phone number,"H.No. 565
Sura Ganj
Jaunpur-709356",Indore,988411,31/08/2023,0,6,₹942.14,,,,,,
7923550,Amruta Grewal,sarakibe@example.com,Invalid phone number,"H.No. 854, Bora Chowk
Kishanganj-726465",Panihati,833973,02/09/2023,0,17,"₹1,813.79",,,,,,
33706378,Michael Dugar,cherianchakradev@example.org,+918729359769,"149
Baria Chowk
Indore 240558",Mehsana,601242,02/09/2023,0,16,"₹1,110.01",,,,,,
